id,u,i,label
3375,451,3781,0
3376,47,1715,0
3377,16,621,0
3378,16,541,0
3379,209,541,0
3380,0,1456,0
3381,0,2730,0
3382,96,344,0
3383,174,209,0
3384,1,2630,0
3385,254,868,0
3386,47,1472,0
3387,211,225,0
3388,0,562,0
3389,211,1616,0
3390,38,679,0
3391,56,2106,0
3392,250,1712,0
3393,65,1472,0
3394,1011,2097,0
3395,251,2732,0
3396,1,78,0
3397,56,2097,0
3398,21,22,0
3399,151,252,0
3400,38,3728,0
3401,3,732,0
3402,1472,3781,0
3403,38,47,0
3404,131,314,0
3405,211,1020,0
3406,250,543,0
3407,65,252,0
3408,77,1472,0
3409,10,1696,0
3410,10,731,0
3411,39,1716,0
3412,0,2706,0
3413,38,78,0
3414,131,840,0
3415,152,791,0
3416,131,2630,0
3417,152,252,0
3418,251,1714,0
3419,16,136,0
3420,47,2733,0
3421,16,144,0
3422,791,1712,0
3423,89,356,0
3424,211,250,0
3425,252,2735,0
3426,78,1129,0
3427,1715,2734,0
3428,3,139,0
3429,47,1716,0
3430,151,671,0
3431,34,2726,0
3432,17,867,0
3433,154,543,0
3434,38,783,0
3435,17,32,0
3436,47,1093,0
3437,65,481,0
3438,16,65,0
3439,47,481,0
3440,14,47,0
3441,47,2113,0
3442,71,1717,0
3443,47,679,0
3444,152,1717,0
3445,10,65,0
3446,422,1717,0
3447,47,1919,0
3448,39,1717,0
3449,77,2738,0
3450,77,1020,0
3451,17,385,0
3452,78,385,0
3453,254,385,0
3454,17,732,0
3455,39,451,0
3456,9,913,0
3457,9,47,0
3458,47,913,0
3459,151,3781,0
3460,47,151,0
3461,47,89,0
3462,139,543,0
3463,0,89,0
3464,1,543,0
3465,32,840,0
3466,56,1718,0
3467,1011,2729,0
3468,681,1719,0
3469,65,1719,0
3470,0,1719,0
3471,47,130,0
3472,21,612,0
3473,47,2740,0
3474,3,2739,0
3475,47,612,0
3476,21,209,0
3477,47,74,0
3478,47,136,0
3479,2116,2736,0
3480,17,273,0
3481,0,2116,0
3482,47,2115,0
3483,34,47,0
3484,16,2737,0
3485,679,1471,0
3486,19,130,0
3487,0,2741,0
3488,47,385,0
3489,10,1715,0
3490,1009,2114,0
3491,3,385,0
3492,1917,3730,0
3493,621,938,0
3494,543,925,0
3495,10,543,0
3496,0,1464,0
3497,10,422,0
3498,39,1278,0
3499,10,152,0
3500,1448,3781,0
3501,16,211,0
3502,273,3781,0
3503,3,478,0
3504,152,1464,0
3505,583,1715,0
3506,152,506,0
3507,54,282,0
3508,201,3781,0
3509,663,1278,0
3510,10,733,0
3511,47,1278,0
3512,402,938,0
3513,567,938,0
3514,38,89,0
3515,274,422,0
3516,435,500,0
3517,71,1278,0
3518,0,56,0
3519,254,858,0
3520,0,2107,0
3521,21,1131,0
3522,39,1131,0
3523,0,2742,0
3524,0,1922,0
3525,78,96,0
3526,39,89,0
3527,254,1684,0
3528,152,868,0
3529,120,2117,0
3530,21,151,0
3531,16,1470,0
3532,78,299,0
3533,56,2575,0
3534,850,3781,0
3535,144,152,0
3536,89,144,0
3537,733,1279,0
3538,41,47,0
3539,89,401,0
3540,0,733,0
3541,0,2743,0
3542,299,2065,0
3543,19,728,0
3544,47,3781,0
3545,19,3725,0
3546,0,709,0
3547,211,314,0
3548,21,2118,0
3549,271,3750,0
3550,16,47,0
3551,19,1126,0
3552,271,3754,0
3553,271,3749,0
3554,543,3725,0
3555,271,3735,0
3556,0,1474,0
3557,144,254,0
3558,271,1917,0
3559,77,628,0
3560,8,131,0
3561,120,2065,0
3562,628,3742,0
3563,47,209,0
3564,1637,2654,0
3565,16,343,0
3566,711,1922,0
3567,20,47,0
3568,16,78,0
3569,0,1714,0
3570,271,543,0
3571,2747,3781,0
3572,38,131,0
3573,20,38,0
3574,78,2748,0
3575,0,585,0
3576,0,2746,0
3577,0,2118,0
3578,209,3728,0
3579,236,436,0
3580,388,629,0
3581,14,39,0
3582,8,544,0
3583,0,2745,0
3584,10,869,0
3585,32,543,0
3586,8,612,0
3587,71,1475,0
3588,21,850,0
3589,32,1475,0
3590,32,869,0
3591,74,853,0
3592,65,482,0
3593,154,3725,0
3594,32,585,0
3595,21,538,0
3596,585,2752,0
3597,5,733,0
3598,56,2119,0
3599,0,17,0
3600,211,1602,0
3601,21,74,0
3602,129,254,0
3603,1475,1720,0
3604,211,400,0
3605,1,1474,0
3606,17,153,0
3607,254,1476,0
3608,0,2751,0
3609,0,2749,0
3610,17,1476,0
3611,17,25,0
3612,38,254,0
3613,19,25,0
3614,38,1279,0
3615,5,38,0
3616,39,869,0
3617,939,1456,0
3618,570,1473,0
3619,10,17,0
3620,19,365,0
3621,8,32,0
3622,17,2096,0
3623,545,733,0
3624,17,629,0
3625,17,1441,0
3626,1456,1476,0
3627,21,451,0
3628,211,1721,0
3629,629,792,0
3630,541,2754,0
3631,664,1473,0
3632,74,211,0
3633,21,2078,0
3634,19,585,0
3635,21,1217,0
3636,21,2637,0
3637,131,451,0
3638,1474,3781,0
3639,1476,2756,0
3640,16,21,0
3641,96,365,0
3642,21,1277,0
3643,43,545,0
3644,25,283,0
3645,0,3458,0
3646,422,1276,0
3647,25,211,0
3648,515,728,0
3649,25,612,0
3650,734,2078,0
3651,39,791,0
3652,2120,3728,0
3653,365,612,0
3654,16,54,0
3655,74,209,0
3656,734,3550,0
3657,0,1281,0
3658,16,74,0
3659,0,303,0
3660,303,388,0
3661,32,2121,0
3662,25,1710,0
3663,32,3550,0
3664,17,2757,0
3665,543,562,0
3666,74,151,0
3667,38,613,0
3668,17,3550,0
3669,17,541,0
3670,254,1284,0
3671,17,612,0
3672,8,2121,0
3673,19,211,0
3674,0,1284,0
3675,223,734,0
3676,8,1720,0
3677,0,612,0
3678,0,2753,0
3679,0,2755,0
3680,38,3781,0
3681,39,3781,0
3682,71,506,0
3683,78,211,0
3684,167,192,0
3685,16,680,0
3686,0,263,0
3687,263,1456,0
3688,211,271,0
3689,0,71,0
3690,10,71,0
3691,3,273,0
3692,96,1283,0
3693,32,41,0
3694,8,2759,0
3695,1,96,0
3696,17,71,0
3697,71,283,0
3698,17,1283,0
3699,71,2761,0
3700,17,49,0
3701,283,480,0
3702,8,78,0
3703,0,1283,0
3704,71,631,0
3705,17,383,0
3706,1917,2750,0
3707,71,112,0
3708,71,1474,0
3709,3,71,0
3710,0,2092,0
3711,71,2760,0
3712,49,1283,0
3713,21,734,0
3714,8,1471,0
3715,96,283,0
3716,283,625,0
3717,21,868,0
3718,32,1279,0
3719,17,39,0
3720,481,3781,0
3721,8,1283,0
3722,49,1279,0
3723,16,2124,0
3724,71,545,0
3725,39,734,0
3726,136,734,0
3727,8,1713,0
3728,17,2117,0
3729,39,631,0
3730,17,735,0
3731,0,159,0
3732,734,2764,0
3733,19,21,0
3734,21,625,0
3735,8,271,0
3736,34,2478,0
3737,0,2762,0
3738,0,2763,0
3739,8,273,0
3740,254,263,0
3741,263,2125,0
3742,39,2125,0
3743,500,793,0
3744,14,263,0
3745,96,210,0
3746,211,283,0
3747,32,628,0
3748,134,2126,0
3749,8,202,0
3750,8,621,0
3751,34,283,0
3752,56,1441,0
3753,0,2766,0
3754,210,3781,0
3755,34,56,0
3756,0,2126,0
3757,56,2765,0
3758,545,3781,0
3759,8,545,0
3760,10,734,0
3761,32,734,0
3762,134,218,0
3763,218,1477,0
3764,218,2685,0
3765,8,1477,0
3766,8,299,0
3767,8,201,0
3768,76,383,0
3769,39,1477,0
3770,56,1134,0
3771,56,159,0
3772,8,3728,0
3773,8,3565,0
3774,8,218,0
3775,3565,3728,0
3776,238,664,0
3777,10,134,0
3778,134,544,0
3779,16,218,0
3780,100,303,0
3781,16,210,0
3782,303,3452,0
3783,8,1724,0
3784,218,1710,0
3785,728,1710,0
3786,1725,2768,0
3787,234,388,0
3788,8,1725,0
3789,17,542,0
3790,97,939,0
3791,299,629,0
3792,8,466,0
3793,732,1725,0
3794,938,3781,0
3795,388,468,0
3796,8,512,0
3797,0,1282,0
3798,32,1135,0
3799,378,388,0
3800,8,1282,0
3801,36,478,0
3802,56,388,0
3803,1,388,0
3804,388,438,0
3805,15,1285,0
3806,16,20,0
3807,32,1282,0
3808,96,1135,0
3809,8,174,0
3810,0,1135,0
3811,8,112,0
3812,10,941,0
3813,388,2122,0
3814,174,1135,0
3815,112,129,0
3816,388,3578,0
3817,8,631,0
3818,1239,1640,0
3819,8,96,0
3820,77,1021,0
3821,8,34,0
3822,8,2123,0
3823,0,174,0
3824,34,436,0
3825,3602,3781,0
3826,10,680,0
3827,0,2770,0
3828,8,853,0
3829,680,3742,0
3830,8,2127,0
3831,585,1282,0
3832,44,283,0
3833,8,3742,0
3834,39,1242,0
3835,8,1475,0
3836,8,97,0
3837,8,682,0
3838,8,283,0
3839,0,74,0
3840,16,187,0
3841,187,942,0
3842,210,682,0
3843,8,2769,0
3844,25,1136,0
3845,21,682,0
3846,21,383,0
3847,21,283,0
3848,25,34,0
3849,8,195,0
3850,8,1469,0
3851,121,732,0
3852,8,732,0
3853,283,2767,0
3854,283,2127,0
3855,19,271,0
3856,21,2772,0
3857,16,121,0
3858,74,314,0
3859,0,682,0
3860,9,2128,0
3861,17,436,0
3862,0,2128,0
3863,187,271,0
3864,121,2773,0
3865,21,100,0
3866,56,436,0
3867,14,680,0
3868,21,680,0
3869,0,2771,0
3870,16,314,0
3871,8,314,0
3872,21,38,0
3873,71,2767,0
3874,10,3741,0
3875,21,3741,0
3876,8,233,0
3877,8,16,0
3878,14,210,0
3879,680,2775,0
3880,3,8,0
3881,9,2777,0
3882,8,2776,0
3883,0,14,0
3884,21,932,0
3885,0,345,0
3886,680,3781,0
3887,0,2774,0
3888,21,1637,0
3889,254,1281,0
3890,145,3781,0
3891,16,870,0
3892,943,3743,0
3893,254,1726,0
3894,21,3743,0
3895,8,1286,0
3896,682,3743,0
3897,794,2528,0
3898,14,273,0
3899,17,3743,0
3900,97,3743,0
3901,0,943,0
3902,0,304,0
3903,0,2778,0
3904,43,631,0
3905,56,303,0
3906,43,1728,0
3907,56,345,0
3908,56,871,0
3909,345,941,0
3910,17,2689,0
3911,0,2779,0
3912,303,345,0
3913,304,943,0
3914,17,120,0
3915,345,3743,0
3916,8,2780,0
3917,17,871,0
3918,34,211,0
3919,21,25,0
3920,21,1137,0
3921,8,680,0
3922,25,682,0
3923,1,870,0
3924,25,941,0
3925,25,942,0
3926,25,314,0
3927,66,614,0
3928,25,304,0
3929,14,16,0
3930,0,2782,0
3931,0,586,0
3932,25,192,0
3933,304,586,0
3934,231,273,0
3935,1,586,0
3936,231,941,0
3937,25,504,0
3938,504,3781,0
3939,304,345,0
3940,0,21,0
3941,8,345,0
3942,586,3781,0
3943,8,14,0
3944,304,1021,0
3945,254,3781,0
3946,0,2783,0
3947,304,3781,0
3948,570,1280,0
3949,870,941,0
3950,255,3781,0
3951,107,545,0
3952,0,2785,0
3953,1,8,0
3954,39,97,0
3955,0,3781,0
3956,868,2122,0
3957,1708,3781,0
3958,1021,3781,0
3959,17,3781,0
3960,255,345,0
3961,21,345,0
3962,304,2784,0
3963,96,254,0
3964,408,2129,0
3965,8,408,0
3966,25,44,0
3967,254,408,0
3968,32,304,0
3969,21,202,0
3970,255,2789,0
3971,21,66,0
3972,3,682,0
3973,2788,3781,0
3974,269,3633,0
3975,96,853,0
3976,121,466,0
3977,34,3459,0
3978,1,174,0
3979,303,3781,0
3980,1,269,0
3981,56,1727,0
3982,2787,2789,0
3983,13,121,0
3984,13,943,0
3985,66,1729,0
3986,1022,3743,0
3987,21,39,0
3988,231,1726,0
3989,10,2790,0
3990,255,2791,0
3991,1478,3781,0
3992,14,303,0
3993,13,3743,0
3994,2131,3743,0
3995,0,2497,0
3996,16,941,0
3997,16,359,0
3998,1,680,0
3999,13,1730,0
4000,50,587,0
4001,8,942,0
4002,13,2134,0
4003,56,629,0
4004,50,3743,0
4005,13,2133,0
4006,0,1435,0
4007,13,2795,0
4008,1478,2130,0
4009,50,2132,0
4010,25,1426,0
4011,21,1022,0
4012,0,1287,0
4013,56,255,0
4014,0,2792,0
4015,8,153,0
4016,32,1138,0
4017,16,77,0
4018,8,1022,0
4019,13,938,0
4020,16,2796,0
4021,13,1138,0
4022,408,2137,0
4023,13,2135,0
4024,13,2137,0
4025,8,1138,0
4026,10,202,0
4027,66,1287,0
4028,303,2798,0
4029,56,2136,0
4030,13,1288,0
4031,50,2797,0
4032,3460,3633,0
4033,0,2794,0
4034,8,66,0
4035,13,1287,0
4036,0,1289,0
4037,41,1289,0
4038,66,2799,0
4039,10,16,0
4040,66,1289,0
4041,77,1289,0
4042,10,3460,0
4043,66,1602,0
4044,408,1969,0
4045,408,3781,0
4046,13,1289,0
4047,121,3743,0
4048,39,254,0
4049,39,50,0
4050,34,50,0
4051,10,2801,0
4052,41,3704,0
4053,944,1478,0
4054,50,2801,0
4055,235,255,0
4056,8,39,0
4057,303,944,0
4058,283,3550,0
4059,0,735,0
4060,13,944,0
4061,34,345,0
4062,8,36,0
4063,0,2135,0
4064,77,3704,0
4065,0,2800,0
4066,32,145,0
4067,13,587,0
4068,13,1480,0
4069,255,1969,0
4070,16,1731,0
4071,255,942,0
4072,0,37,0
4073,116,2804,0
4074,13,2803,0
4075,56,1688,0
4076,46,50,0
4077,46,271,0
4078,8,46,0
4079,134,1731,0
4080,587,3781,0
4081,34,1688,0
4082,13,315,0
4083,0,1723,0
4084,13,41,0
4085,25,32,0
4086,13,2123,0
4087,50,408,0
4088,50,2142,0
4089,25,1127,0
4090,408,1127,0
4091,408,1480,0
4092,13,36,0
4093,50,64,0
4094,25,408,0
4095,13,2141,0
4096,0,1127,0
4097,16,64,0
4098,16,106,0
4099,16,2142,0
4100,13,1127,0
4101,1,16,0
4102,50,671,0
4103,1127,3781,0
4104,106,1419,0
4105,3,64,0
4106,8,1135,0
4107,17,2802,0
4108,8,2144,0
4109,515,1135,0
4110,2144,3781,0
4111,0,254,0
4112,64,515,0
4113,17,37,0
4114,50,144,0
4115,13,2143,0
4116,106,316,0
4117,64,144,0
4118,17,255,0
4119,66,78,0
4120,66,315,0
4121,56,1479,0
4122,39,270,0
4123,155,3461,0
4124,66,210,0
4125,8,1285,0
4126,0,2805,0
4127,66,254,0
4128,41,255,0
4129,13,2145,0
4130,210,1285,0
4131,210,3461,0
4132,39,2139,0
4133,13,74,0
4134,32,2808,0
4135,515,1290,0
4136,8,107,0
4137,56,1732,0
4138,8,1733,0
4139,1,107,0
4140,546,2145,0
4141,25,546,0
4142,134,546,0
4143,515,546,0
4144,192,248,0
4145,19,107,0
4146,8,192,0
4147,8,50,0
4148,16,50,0
4149,0,2143,0
4150,3,34,0
4151,0,2807,0
4152,13,64,0
4153,13,406,0
4154,255,3461,0
4155,8,3461,0
4156,13,663,0
4157,187,483,0
4158,2810,3461,0
4159,32,2149,0
4160,50,2149,0
4161,942,2148,0
4162,23,76,0
4163,13,1255,0
4164,50,344,0
4165,13,1723,0
4166,13,585,0
4167,76,3461,0
4168,50,2150,0
4169,872,1255,0
4170,64,112,0
4171,8,1708,0
4172,64,254,0
4173,0,2148,0
4174,23,2146,0
4175,34,2148,0
4176,8,304,0
4177,107,1291,0
4178,13,1733,0
4179,13,2811,0
4180,10,19,0
4181,13,1023,0
4182,13,1136,0
4183,1,74,0
4184,20,210,0
4185,303,680,0
4186,8,155,0
4187,3,560,0
4188,8,1291,0
4189,13,66,0
4190,64,76,0
4191,210,1291,0
4192,0,2151,0
4193,56,873,0
4194,16,112,0
4195,13,544,0
4196,13,481,0
4197,50,155,0
4198,34,254,0
4199,3,155,0
4200,13,112,0
4201,13,50,0
4202,0,1482,0
4203,13,1482,0
4204,106,192,0
4205,13,32,0
4206,0,1481,0
4207,64,255,0
4208,139,3743,0
4209,155,2155,0
4210,8,196,0
4211,8,2726,0
4212,13,46,0
4213,442,3565,0
4214,10,13,0
4215,13,1481,0
4216,13,39,0
4217,13,145,0
4218,8,3566,0
4219,13,2812,0
4220,13,3456,0
4221,8,38,0
4222,99,546,0
4223,23,587,0
4224,13,1736,0
4225,0,1024,0
4226,546,1736,0
4227,13,1292,0
4228,8,2478,0
4229,408,796,0
4230,13,1729,0
4231,34,2806,0
4232,36,1024,0
4233,17,116,0
4234,17,159,0
4235,16,196,0
4236,13,2147,0
4237,13,1024,0
4238,37,1482,0
4239,50,156,0
4240,17,293,0
4241,116,2147,0
4242,56,293,0
4243,13,541,0
4244,0,795,0
4245,156,3781,0
4246,10,870,0
4247,44,50,0
4248,255,478,0
4249,13,2156,0
4250,0,2809,0
4251,13,37,0
4252,37,1481,0
4253,37,3634,0
4254,546,1293,0
4255,546,795,0
4256,870,3566,0
4257,0,1735,0
4258,1481,1482,0
4259,13,21,0
4260,192,546,0
4261,156,588,0
4262,10,192,0
4263,16,96,0
4264,546,776,0
4265,8,1483,0
4266,141,156,0
4267,41,314,0
4268,254,776,0
4269,25,141,0
4270,8,141,0
4271,41,776,0
4272,588,1735,0
4273,155,1024,0
4274,155,156,0
4275,13,276,0
4276,13,795,0
4277,546,1483,0
4278,0,2813,0
4279,156,2814,0
4280,16,1734,0
4281,25,1293,0
4282,13,196,0
4283,13,870,0
4284,25,38,0
4285,36,74,0
4286,13,96,0
4287,13,76,0
4288,16,192,0
4289,50,210,0
4290,13,141,0
4291,159,293,0
4292,16,141,0
4293,66,1288,0
4294,10,155,0
4295,231,3743,0
4296,21,2816,0
4297,3,1138,0
4298,13,2817,0
4299,37,56,0
4300,25,776,0
4301,8,2818,0
4302,210,1138,0
4303,9,776,0
4304,21,1735,0
4305,76,776,0
4306,50,1483,0
4307,16,276,0
4308,13,106,0
4309,56,360,0
4310,64,2158,0
4311,23,315,0
4312,1025,2157,0
4313,21,155,0
4314,384,1690,0
4315,30,1735,0
4316,3,1736,0
4317,359,1138,0
4318,1483,2820,0
4319,21,2158,0
4320,16,2820,0
4321,66,134,0
4322,202,1291,0
4323,1,584,0
4324,0,2819,0
4325,8,546,0
4326,546,584,0
4327,16,933,0
4328,1,59,0
4329,13,59,0
4330,214,231,0
4331,10,1291,0
4332,17,2138,0
4333,8,2138,0
4334,21,50,0
4335,216,1291,0
4336,1291,2138,0
4337,43,155,0
4338,1,30,0
4339,37,946,0
4340,271,1291,0
4341,32,69,0
4342,512,944,0
4343,37,2138,0
4344,37,116,0
4345,59,1481,0
4346,234,401,0
4347,234,248,0
4348,56,2117,0
4349,10,210,0
4350,155,2823,0
4351,155,210,0
4352,44,1075,0
4353,0,155,0
4354,401,482,0
4355,13,49,0
4356,0,2631,0
4357,77,631,0
4358,10,315,0
4359,13,99,0
4360,8,315,0
4361,13,483,0
4362,13,2824,0
4363,121,1737,0
4364,21,684,0
4365,69,3743,0
4366,3,46,0
4367,0,2822,0
4368,256,3566,0
4369,256,1294,0
4370,3,96,0
4371,293,2828,0
4372,256,1076,0
4373,1007,1296,0
4374,50,192,0
4375,139,684,0
4376,21,1294,0
4377,41,50,0
4378,315,3781,0
4379,684,3781,0
4380,0,1294,0
4381,10,64,0
4382,64,1257,0
4383,8,41,0
4384,684,947,0
4385,21,1257,0
4386,21,254,0
4387,408,2831,0
4388,21,2744,0
4389,37,360,0
4390,13,360,0
4391,315,2833,0
4392,408,1286,0
4393,255,946,0
4394,38,43,0
4395,0,2829,0
4396,1,66,0
4397,50,3704,0
4398,141,271,0
4399,116,795,0
4400,870,3781,0
4401,37,3632,0
4402,8,21,0
4403,8,121,0
4404,8,870,0
4405,8,64,0
4406,3,1294,0
4407,13,442,0
4408,37,2806,0
4409,37,1288,0
4410,795,3781,0
4411,21,948,0
4412,21,256,0
4413,13,1026,0
4414,132,134,0
4415,155,255,0
4416,37,255,0
4417,587,1739,0
4418,5,132,0
4419,408,2834,0
4420,44,680,0
4421,8,44,0
4422,408,2163,0
4423,56,792,0
4424,13,30,0
4425,10,408,0
4426,0,2162,0
4427,2827,3781,0
4428,25,588,0
4429,21,588,0
4430,255,631,0
4431,56,2159,0
4432,13,547,0
4433,0,2165,0
4434,792,2835,0
4435,90,193,0
4436,1,120,0
4437,16,202,0
4438,20,3781,0
4439,49,56,0
4440,116,345,0
4441,1,1486,0
4442,56,116,0
4443,69,202,0
4444,946,2160,0
4445,345,2815,0
4446,315,2165,0
4447,19,37,0
4448,13,23,0
4449,132,202,0
4450,66,255,0
4451,38,271,0
4452,271,3781,0
4453,0,2825,0
4454,255,484,0
4455,19,59,0
4456,66,359,0
4457,16,69,0
4458,50,74,0
4459,442,516,0
4460,0,516,0
4461,0,2836,0
4462,132,3593,0
4463,19,44,0
4464,16,482,0
4465,50,66,0
4466,63,2815,0
4467,186,484,0
4468,8,255,0
4469,293,2826,0
4470,8,145,0
4471,148,484,0
4472,10,2167,0
4473,192,516,0
4474,10,21,0
4475,69,210,0
4476,3,20,0
4477,16,134,0
4478,8,1486,0
4479,116,1024,0
4480,25,484,0
4481,484,3509,0
4482,3,1024,0
4483,19,64,0
4484,408,2168,0
4485,155,484,0
4486,69,155,0
4487,141,254,0
4488,31,484,0
4489,3462,3742,0
4490,0,2166,0
4491,145,2167,0
4492,21,116,0
4493,255,671,0
4494,31,2131,0
4495,14,74,0
4496,146,186,0
4497,32,64,0
4498,193,1714,0
4499,41,65,0
4500,116,193,0
4501,56,1741,0
4502,27,484,0
4503,23,484,0
4504,8,74,0
4505,37,2161,0
4506,10,1486,0
4507,360,370,0
4508,69,231,0
4509,120,2837,0
4510,19,1300,0
4511,21,1300,0
4512,1,210,0
4513,370,671,0
4514,1,2838,0
4515,1,561,0
4516,64,65,0
4517,31,795,0
4518,59,255,0
4519,34,231,0
4520,25,631,0
4521,25,3635,0
4522,19,65,0
4523,50,370,0
4524,65,737,0
4525,737,945,0
4526,68,2162,0
4527,169,587,0
4528,68,155,0
4529,612,737,0
4530,68,737,0
4531,64,587,0
4532,155,1276,0
4533,34,547,0
4534,20,39,0
4535,169,1136,0
4536,65,99,0
4537,68,685,0
4538,68,3770,0
4539,68,938,0
4540,37,63,0
4541,255,3770,0
4542,107,1742,0
4543,315,1302,0
4544,21,134,0
4545,50,3770,0
4546,39,315,0
4547,65,1645,0
4548,210,3770,0
4549,1645,3770,0
4550,10,3770,0
4551,120,2164,0
4552,315,1295,0
4553,32,68,0
4554,96,315,0
4555,315,364,0
4556,1025,3566,0
4557,37,2839,0
4558,132,588,0
4559,315,3770,0
4560,141,945,0
4561,8,20,0
4562,23,1730,0
4563,120,2169,0
4564,16,37,0
4565,37,120,0
4566,16,1303,0
4567,942,1303,0
4568,68,2120,0
4569,66,158,0
4570,588,2153,0
4571,16,100,0
4572,169,369,0
4573,68,2170,0
4574,100,132,0
4575,145,945,0
4576,68,1301,0
4577,50,795,0
4578,21,2170,0
4579,107,2841,0
4580,584,797,0
4581,169,481,0
4582,37,2840,0
4583,8,1742,0
4584,2171,3781,0
4585,66,587,0
4586,68,231,0
4587,69,345,0
4588,68,345,0
4589,59,517,0
4590,39,255,0
4591,587,795,0
4592,69,97,0
4593,37,792,0
4594,50,132,0
4595,8,588,0
4596,797,945,0
4597,21,158,0
4598,63,132,0
4599,797,1303,0
4600,0,1301,0
4601,19,158,0
4602,69,1139,0
4603,107,1743,0
4604,10,99,0
4605,68,1484,0
4606,174,255,0
4607,107,797,0
4608,120,255,0
4609,1139,3781,0
4610,74,255,0
4611,631,1484,0
4612,945,1745,0
4613,231,797,0
4614,1292,1744,0
4615,196,3781,0
4616,65,158,0
4617,64,69,0
4618,36,158,0
4619,797,3728,0
4620,21,1743,0
4621,68,2168,0
4622,66,68,0
4623,68,2152,0
4624,68,255,0
4625,65,1299,0
4626,16,1299,0
4627,66,633,0
4628,66,69,0
4629,65,1448,0
4630,10,68,0
4631,65,97,0
4632,255,1738,0
4633,69,74,0
4634,68,452,0
4635,797,2173,0
4636,109,439,0
4637,685,797,0
4638,452,949,0
4639,17,1304,0
4640,21,43,0
4641,0,2172,0
4642,0,2843,0
4643,10,633,0
4644,20,945,0
4645,101,2843,0
4646,21,34,0
4647,797,2843,0
4648,0,346,0
4649,945,1740,0
4650,231,484,0
4651,107,2174,0
4652,20,584,0
4653,1,797,0
4654,633,1746,0
4655,159,3757,0
4656,346,484,0
4657,20,1306,0
4658,16,797,0
4659,69,107,0
4660,69,2174,0
4661,346,797,0
4662,68,158,0
4663,68,145,0
4664,107,2175,0
4665,0,2845,0
4666,68,69,0
4667,1,69,0
4668,16,132,0
4669,101,369,0
4670,0,369,0
4671,20,797,0
4672,0,2175,0
4673,587,797,0
4674,8,547,0
4675,797,1740,0
4676,346,1487,0
4677,68,2175,0
4678,37,1140,0
4679,99,3781,0
4680,547,3781,0
4681,23,210,0
4682,50,69,0
4683,68,234,0
4684,69,370,0
4685,797,1028,0
4686,68,2846,0
4687,96,1487,0
4688,65,512,0
4689,56,3757,0
4690,82,132,0
4691,77,276,0
4692,0,2844,0
4693,10,798,0
4694,69,116,0
4695,68,116,0
4696,8,1457,0
4697,1,145,0
4698,50,369,0
4699,69,141,0
4700,68,141,0
4701,1457,2140,0
4702,370,1271,0
4703,25,74,0
4704,82,1457,0
4705,54,624,0
4706,0,8,0
4707,132,1271,0
4708,132,370,0
4709,369,1487,0
4710,1,276,0
4711,0,1028,0
4712,797,2848,0
4713,50,82,0
4714,346,1457,0
4715,25,144,0
4716,271,276,0
4717,16,1745,0
4718,132,612,0
4719,76,1714,0
4720,77,797,0
4721,192,3456,0
4722,192,3566,0
4723,50,1139,0
4724,0,950,0
4725,1,116,0
4726,68,3728,0
4727,68,2849,0
4728,68,1748,0
4729,276,3553,0
4730,69,276,0
4731,316,950,0
4732,0,1457,0
4733,68,276,0
4734,0,2847,0
4735,19,210,0
4736,254,3553,0
4737,132,798,0
4738,25,276,0
4739,263,797,0
4740,545,3553,0
4741,65,132,0
4742,193,797,0
4743,686,3755,0
4744,192,3755,0
4745,65,96,0
4746,20,1296,0
4747,797,1296,0
4748,116,797,0
4749,116,1487,0
4750,500,3553,0
4751,19,144,0
4752,505,3553,0
4753,383,3553,0
4754,50,1076,0
4755,37,2852,0
4756,512,797,0
4757,65,82,0
4758,2651,3553,0
4759,10,797,0
4760,41,3781,0
4761,65,2593,0
4762,134,141,0
4763,25,385,0
4764,0,1748,0
4765,134,276,0
4766,74,132,0
4767,65,408,0
4768,8,31,0
4769,346,408,0
4770,66,109,0
4771,38,50,0
4772,69,1307,0
4773,65,2855,0
4774,132,265,0
4775,31,797,0
4776,65,2850,0
4777,16,19,0
4778,8,65,0
4779,156,932,0
4780,16,798,0
4781,25,932,0
4782,8,2140,0
4783,25,797,0
4784,25,132,0
4785,116,369,0
4786,20,99,0
4787,14,36,0
4788,120,231,0
4789,8,164,0
4790,120,2854,0
4791,16,271,0
4792,797,950,0
4793,1,158,0
4794,346,938,0
4795,25,156,0
4796,25,1457,0
4797,54,271,0
4798,25,1137,0
4799,25,1029,0
4800,0,1749,0
4801,120,632,0
4802,59,360,0
4803,149,192,0
4804,158,1139,0
4805,737,2859,0
4806,210,231,0
4807,797,1029,0
4808,132,256,0
4809,50,686,0
4810,912,1141,0
4811,68,2860,0
4812,8,23,0
4813,49,1750,0
4814,1288,2145,0
4815,3,360,0
4816,10,1029,0
4817,1140,1141,0
4818,210,271,0
4819,14,90,0
4820,196,3755,0
4821,346,1748,0
4822,9,65,0
4823,169,271,0
4824,346,3755,0
4825,14,132,0
4826,1029,3755,0
4827,9,1306,0
4828,132,797,0
4829,512,1750,0
4830,54,2853,0
4831,8,25,0
4832,54,156,0
4833,59,3742,0
4834,14,271,0
4835,21,169,0
4836,8,19,0
4837,68,2862,0
4838,59,548,0
4839,548,3781,0
4840,1,82,0
4841,9,2178,0
4842,1,3755,0
4843,169,685,0
4844,14,28,0
4845,120,471,0
4846,68,1747,0
4847,10,132,0
4848,0,34,0
