id,u,i,label
4970,1160,1344,0
4971,791,1644,0
4972,1698,1784,0
4973,864,1747,0
4974,864,1668,0
4975,27,350,0
4976,1698,1747,0
4977,26,505,0
4978,27,1785,0
4979,0,1707,0
4980,1310,1786,0
4981,10,1787,0
4982,17,75,0
4983,1706,1711,0
4984,0,1756,0
4985,1344,1756,0
4986,26,1788,0
4987,27,1789,0
4988,1276,1711,0
4989,26,1790,0
4990,1310,1512,0
4991,864,1791,0
4992,1293,1792,0
4993,26,1792,0
4994,864,1787,0
4995,1539,1764,0
4996,1456,1707,0
4997,1144,1793,0
4998,1793,1794,0
4999,864,1795,0
5000,385,1794,0
5001,425,864,0
5002,1629,1668,0
5003,1718,1723,0
5004,1668,1793,0
5005,499,1774,0
5006,1276,1796,0
5007,1571,1796,0
5008,1360,1726,0
5009,26,1276,0
5010,1522,1723,0
5011,1444,1796,0
5012,1540,1576,0
5013,1666,1797,0
5014,1797,1798,0
5015,98,1799,0
5016,1310,1541,0
5017,1707,1736,0
5018,1344,1765,0
5019,10,1725,0
5020,0,782,0
5021,1160,1800,0
5022,75,1521,0
5023,1444,1801,0
5024,1673,1801,0
5025,1644,1800,0
5026,21,1800,0
5027,10,453,0
5028,1144,1610,0
5029,1540,1616,0
5030,1764,1802,0
5031,18,1160,0
5032,83,1631,0
5033,98,864,0
5034,1576,1783,0
5035,1276,1783,0
5036,1706,1787,0
5037,841,1276,0
5038,1276,1803,0
5039,1276,1804,0
5040,1723,1799,0
5041,199,1310,0
5042,1444,1469,0
5043,1276,1739,0
5044,1571,1739,0
5045,506,1467,0
5046,483,1727,0
5047,1725,1805,0
5048,1467,1647,0
5049,1505,1719,0
5050,1725,1806,0
5051,1144,1293,0
5052,264,1742,0
5053,1725,1807,0
5054,18,1444,0
5055,282,1808,0
5056,1444,1809,0
5057,1725,1727,0
5058,1306,1756,0
5059,1306,1725,0
5060,1725,1810,0
5061,1541,1807,0
5062,864,1631,0
5063,506,1181,0
5064,551,1306,0
5065,864,1807,0
5066,1644,1807,0
5067,269,864,0
5068,0,1668,0
5069,1631,1811,0
5070,6,1812,0
5071,1500,1813,0
5072,483,1655,0
5073,1204,1631,0
5074,26,1811,0
5075,1324,1711,0
5076,1631,1814,0
5077,1655,1698,0
5078,864,1815,0
5079,483,1814,0
5080,1631,1780,0
5081,1568,1725,0
5082,1469,1541,0
5083,269,1816,0
5084,1344,1816,0
5085,269,1668,0
5086,19,1817,0
5087,1344,1668,0
5088,1344,1444,0
5089,483,1315,0
5090,1503,1541,0
5091,1144,1818,0
5092,10,1698,0
5093,1725,1819,0
5094,483,1821,0
5095,483,1341,0
5096,264,1541,0
5097,1725,1820,0
5098,1144,1822,0
5099,26,1823,0
5100,841,1814,0
5101,18,841,0
5102,1576,1640,0
5103,841,1824,0
5104,1700,1725,0
5105,805,1698,0
5106,1444,1765,0
5107,1698,1825,0
5108,1276,1420,0
5109,1698,1773,0
5110,1698,1725,0
5111,864,1827,0
5112,841,864,0
5113,1725,1828,0
5114,1310,1707,0
5115,1644,1829,0
5116,506,1830,0
5117,506,1306,0
5118,1698,1826,0
5119,1293,1698,0
5120,1306,1669,0
5121,506,1315,0
5122,805,1725,0
5123,1725,1826,0
5124,1725,1825,0
5125,1276,1306,0
5126,1439,1794,0
5127,6,864,0
5128,375,1449,0
5129,1719,1725,0
5130,1610,1831,0
5131,1344,1610,0
5132,1610,1765,0
5133,1496,1571,0
5134,1644,1832,0
5135,1469,1765,0
5136,26,1833,0
5137,0,1275,0
5138,1344,1576,0
5139,497,1594,0
5140,1827,1834,0
5141,1827,1835,0
5142,506,1484,0
5143,960,1667,0
5144,1725,1834,0
5145,1725,1836,0
5146,506,1834,0
5147,1814,1827,0
5148,1277,1831,0
5149,1725,1833,0
5150,1541,1837,0
5151,483,1818,0
5152,18,269,0
5153,1276,1708,0
5154,864,1834,0
5155,1725,1838,0
5156,1066,1839,0
5157,1631,1839,0
5158,499,1511,0
5159,216,1840,0
5160,1839,1841,0
5161,1513,1631,0
5162,483,1830,0
5163,216,483,0
5164,1276,1512,0
5165,864,1842,0
5166,841,1647,0
5167,841,1842,0
5168,864,1843,0
5169,1814,1843,0
5170,483,1843,0
5171,483,1845,0
5172,506,1846,0
5173,1814,1842,0
5174,483,506,0
5175,1541,1814,0
5176,483,1827,0
5177,10,1276,0
5178,26,1848,0
5179,26,1838,0
5180,1826,1827,0
5181,506,1826,0
5182,506,1827,0
5183,1794,1826,0
5184,506,1849,0
5185,506,1850,0
5186,1469,1732,0
5187,26,1851,0
5188,483,1850,0
5189,1732,1814,0
5190,1422,1852,0
5191,1160,1522,0
5192,1344,1522,0
5193,1444,1522,0
5194,1276,1522,0
5195,385,1522,0
5196,1276,1585,0
5197,1853,1854,0
5198,26,1854,0
5199,1698,1855,0
5200,10,1856,0
5201,1324,1647,0
5202,499,1856,0
5203,1698,1827,0
5204,864,1667,0
5205,1344,1723,0
5206,1469,1698,0
5207,483,1698,0
5208,483,1728,0
5209,1640,1814,0
5210,1827,1853,0
5211,0,1814,0
5212,1827,1846,0
5213,1003,1698,0
5214,483,1629,0
5215,483,1857,0
5216,483,1719,0
5217,1575,1764,0
5218,1725,1858,0
5219,1521,1667,0
5220,1667,1850,0
5221,139,841,0
5222,1798,1830,0
5223,1519,1859,0
5224,1848,1854,0
5225,1540,1860,0
5226,864,1861,0
5227,864,1765,0
5228,30,497,0
5229,1860,1862,0
5230,10,1863,0
5231,98,1760,0
5232,10,1864,0
5233,1541,1865,0
5234,1354,1865,0
5235,499,1865,0
5236,1486,1725,0
5237,1160,1707,0
5238,18,499,0
5239,269,1707,0
5240,10,1707,0
5241,1144,1513,0
5242,1723,1867,0
5243,483,1868,0
5244,1240,1869,0
5245,1869,1870,0
5246,1585,1732,0
5247,483,1521,0
5248,864,1707,0
5249,163,1576,0
5250,83,1444,0
5251,1764,1871,0
5252,1315,1756,0
5253,26,1861,0
5254,1698,1872,0
5255,1853,1873,0
5256,1698,1874,0
5257,1848,1875,0
5258,1698,1876,0
5259,26,1240,0
5260,138,1876,0
5261,1667,1725,0
5262,1482,1725,0
5263,10,1877,0
5264,1725,1875,0
5265,1814,1878,0
5266,1521,1725,0
5267,302,1521,0
5268,1760,1814,0
5269,1344,1865,0
5270,1647,1876,0
5271,41,1875,0
5272,1541,1879,0
5273,26,1880,0
5274,26,1870,0
5275,26,1872,0
5276,1830,1881,0
5277,1204,1866,0
5278,26,1882,0
5279,1541,1846,0
5280,1708,1866,0
5281,1727,1875,0
5282,864,1315,0
5283,782,1876,0
5284,1830,1876,0
5285,1727,1771,0
5286,41,1275,0
5287,864,1647,0
5288,1846,1883,0
5289,41,1877,0
5290,413,1885,0
5291,0,1012,0
5292,1160,1310,0
5293,1344,1456,0
5294,1698,1844,0
5295,1764,1884,0
5296,1144,1886,0
5297,1733,1866,0
5298,26,1887,0
5299,782,1814,0
5300,1631,1888,0
5301,0,1160,0
5302,688,1698,0
5303,1698,1889,0
5304,1585,1890,0
5305,782,1891,0
5306,1344,1814,0
5307,1568,1698,0
5308,1698,1875,0
5309,1698,1894,0
5310,323,1814,0
5311,791,864,0
5312,791,1631,0
5313,864,1360,0
5314,1814,1895,0
5315,500,1698,0
5316,0,1324,0
5317,1276,1896,0
5318,1698,1719,0
5319,1698,1839,0
5320,1698,1847,0
5321,27,1847,0
5322,1698,1814,0
5323,1698,1897,0
5324,1240,1885,0
5325,1585,1875,0
5326,1850,1875,0
5327,1875,1898,0
5328,26,1898,0
5329,1698,1899,0
5330,0,1898,0
5331,1321,1898,0
5332,0,1321,0
5333,1764,1765,0
5334,1814,1900,0
5335,1698,1901,0
5336,1698,1890,0
5337,1887,1903,0
5338,864,1742,0
5339,864,1887,0
5340,30,1839,0
5341,1698,1898,0
5342,506,1500,0
5343,864,1181,0
5344,1354,1764,0
5345,1764,1904,0
5346,864,1905,0
5347,1723,1800,0
5348,1764,1906,0
5349,26,1905,0
5350,1667,1887,0
5351,1310,1667,0
5352,1667,1853,0
5353,1310,1321,0
5354,1160,1321,0
5355,1204,1496,0
5356,1354,1746,0
5357,163,264,0
5358,1585,1891,0
5359,1791,1814,0
5360,1844,1907,0
5361,1907,1909,0
5362,1765,1844,0
5363,688,1853,0
5364,1853,1910,0
5365,864,1910,0
5366,864,1568,0
5367,111,1160,0
5368,1629,1853,0
5369,83,1644,0
5370,17,83,0
5371,1850,1907,0
5372,1616,1647,0
5373,1850,1909,0
5374,1765,1891,0
5375,1899,1907,0
5376,1711,1814,0
5377,10,1891,0
5378,26,1911,0
5379,26,1912,0
5380,26,1913,0
5381,26,1914,0
5382,734,1913,0
5383,1718,1866,0
5384,1876,1891,0
5385,98,269,0
5386,1204,1915,0
5387,1891,1910,0
5388,269,1910,0
5389,505,1876,0
5390,1765,1910,0
5391,1276,1469,0
5392,506,1719,0
5393,98,1844,0
5394,98,1344,0
5395,894,1853,0
5396,1800,1916,0
5397,234,1800,0
5398,1764,1892,0
5399,1814,1917,0
5400,1698,1850,0
5401,1698,1918,0
5402,1698,1788,0
5403,1354,1910,0
5404,864,1891,0
5405,1655,1814,0
5406,1541,1871,0
5407,1814,1919,0
5408,41,1276,0
5409,1788,1872,0
5410,26,1918,0
5411,1764,1918,0
5412,1408,1456,0
5413,1756,1871,0
5414,17,1916,0
5415,98,1916,0
5416,98,264,0
5417,1871,1918,0
5418,1756,1918,0
5419,1500,1814,0
5420,1918,1920,0
5421,1876,1921,0
5422,688,1240,0
5423,98,1922,0
5424,1922,1923,0
5425,98,1910,0
5426,98,1891,0
5427,1725,1814,0
5428,145,1814,0
5429,145,1737,0
5430,1725,1924,0
5431,1853,1876,0
5432,1764,1925,0
5433,1918,1921,0
5434,1876,1926,0
5435,1918,1927,0
5436,1240,1928,0
5437,27,1798,0
5438,1918,1926,0
5439,1511,1814,0
5440,1901,1930,0
5441,1357,1764,0
5442,864,1695,0
5443,1240,1521,0
5444,26,1852,0
5445,1853,1905,0
5446,26,1607,0
5447,26,1931,0
5448,1918,1931,0
5449,83,195,0
5450,864,1306,0
5451,1931,1932,0
5452,1240,1846,0
5453,26,1866,0
5454,1840,1853,0
5455,1607,1876,0
5456,27,1607,0
5457,1866,1933,0
5458,26,1924,0
5459,26,1932,0
5460,1814,1905,0
5461,1853,1897,0
5462,1814,1935,0
5463,1711,1764,0
5464,867,1935,0
5465,1275,1306,0
5466,6,1936,0
5467,26,1937,0
5468,252,1513,0
5469,1240,1914,0
5470,1907,1938,0
5471,1512,1814,0
5472,1689,1938,0
5473,1240,1681,0
5474,1905,1936,0
5475,1681,1930,0
5476,1276,1938,0
5477,98,1938,0
5478,6,1163,0
5479,1667,1814,0
5480,83,1655,0
5481,19,1939,0
5482,1607,1870,0
5483,646,1667,0
5484,1176,1934,0
5485,864,1918,0
5486,1176,1496,0
5487,1756,1765,0
5488,26,1768,0
5489,425,1814,0
5490,10,1940,0
5491,1764,1814,0
5492,52,1655,0
5493,1160,1668,0
5494,1814,1892,0
5495,1708,1814,0
5496,1303,1354,0
5497,1240,1941,0
5498,1456,1786,0
5499,1275,1905,0
5500,506,1942,0
5501,1907,1943,0
5502,0,1938,0
5503,1541,1842,0
5504,1160,1842,0
5505,10,1944,0
5506,1725,1935,0
5507,1942,1945,0
5508,1725,1942,0
5509,1725,1925,0
5510,1853,1946,0
5511,1500,1576,0
5512,26,1935,0
5513,506,1918,0
5514,506,1947,0
5515,26,1947,0
5516,1357,1794,0
5517,506,1940,0
5518,1571,1861,0
5519,1794,1932,0
5520,1932,1948,0
5521,1794,1949,0
5522,10,3523,0
5523,1610,1673,0
5524,1541,1610,0
5525,1277,1610,0
5526,3,1610,0
5527,3,1938,0
5528,1794,1950,0
5529,1870,1948,0
5530,1853,1944,0
5531,1240,1674,0
5532,1948,1951,0
5533,1814,1952,0
5534,1639,1793,0
5535,1639,1794,0
5536,1875,1950,0
5537,1639,1953,0
5538,1456,1954,0
5539,1725,1877,0
5540,1500,1955,0
5541,1814,1931,0
5542,269,1871,0
5543,388,1955,0
5544,1725,1953,0
5545,1275,1568,0
5546,1512,1918,0
5547,11,1240,0
5548,1204,1732,0
5549,1204,1814,0
5550,1176,1928,0
5551,10,1204,0
5552,1725,1850,0
5553,1435,1723,0
5554,1957,3523,0
5555,26,1958,0
5556,1955,1957,0
5557,1814,1950,0
5558,1794,1947,0
5559,1624,1850,0
5560,1629,1950,0
5561,10,1769,0
5562,176,1644,0
5563,1725,1926,0
5564,1764,1786,0
5565,10,1959,0
5566,1725,1927,0
5567,1944,1959,0
5568,1959,3523,0
5569,26,1927,0
5570,1571,1947,0
5571,11,27,0
5572,1876,1918,0
5573,1571,1960,0
5574,1891,1945,0
5575,1725,1891,0
5576,10,1012,0
5577,1607,1927,0
5578,1909,1955,0
5579,1909,1961,0
5580,1814,1865,0
5581,506,1950,0
5582,1786,1948,0
5583,1357,1500,0
5584,1240,1876,0
5585,1439,1629,0
5586,111,1344,0
5587,3,111,0
5588,111,128,0
5589,111,495,0
5590,5,111,0
5591,1354,1439,0
5592,10,1240,0
5593,0,1610,0
5594,1240,1902,0
5595,163,1522,0
5596,864,1950,0
5597,1500,1963,0
5598,1607,1964,0
5599,1794,1940,0
5600,1357,1965,0
5601,1875,1966,0
5602,10,1964,0
5603,1950,1968,0
5604,1921,1950,0
5605,841,1594,0
5606,1844,1853,0
5607,26,1957,0
5608,1725,1909,0
5609,1725,1962,0
5610,1921,1970,0
5611,10,310,0
5612,1408,1944,0
5613,1875,1971,0
5614,1293,1973,0
5615,0,1875,0
5616,1240,1967,0
5617,269,1764,0
5618,1240,1974,0
5619,1240,1872,0
5620,1821,1909,0
5621,1725,1975,0
5622,1975,1976,0
5623,1969,1977,0
5624,26,1978,0
5625,1571,1607,0
5626,1911,1979,0
5627,1571,1980,0
5628,864,1540,0
5629,1764,1890,0
5630,0,1655,0
5631,1725,1957,0
5632,26,1982,0
5633,1003,1876,0
5634,864,1984,0
5635,1540,1786,0
5636,1444,1967,0
5637,10,1983,0
5638,1276,1985,0
5639,1465,1986,0
5640,1909,1987,0
5641,1944,1981,0
5642,18,1485,0
5643,1732,1988,0
5644,1725,1844,0
5645,1725,1988,0
5646,1500,1764,0
5647,1725,1981,0
5648,1607,1725,0
5649,1176,1607,0
5650,506,1987,0
5651,163,1465,0
5652,864,1989,0
5653,1725,1990,0
5654,1655,1991,0
5655,1293,1987,0
5656,1521,1668,0
5657,10,1967,0
5658,1118,1276,0
5659,26,1992,0
5660,1644,1993,0
5661,1344,1993,0
5662,1800,1993,0
5663,1290,1993,0
5664,1435,1993,0
5665,1522,1993,0
5666,176,1818,0
5667,864,1967,0
5668,319,1993,0
5669,30,1275,0
5670,30,1276,0
5671,30,1994,0
5672,1993,1995,0
5673,894,1870,0
5674,1571,1631,0
5675,1500,1765,0
5676,1176,1966,0
5677,1644,1902,0
5678,864,1541,0
5679,1354,1870,0
5680,1456,1981,0
5681,0,1853,0
5682,6,1997,0
5683,264,1594,0
5684,1624,1998,0
5685,0,1999,0
5686,1644,2000,0
5687,10,1521,0
5688,75,2002,0
5689,10,75,0
5690,10,550,0
5691,264,1640,0
5692,264,2004,0
5693,1478,1987,0
5694,1240,1894,0
5695,1478,1875,0
5696,506,1905,0
5697,1809,1967,0
5698,1875,2005,0
5699,41,2006,0
5700,145,495,0
5701,300,1644,0
5702,1764,2008,0
5703,1456,2009,0
5704,864,1943,0
5705,1875,2010,0
5706,1875,2011,0
5707,1967,1975,0
5708,1875,2012,0
5709,269,1576,0
5710,269,1893,0
5711,1893,2013,0
5712,93,1893,0
5713,98,1893,0
5714,1344,1893,0
5715,1410,1764,0
5716,111,269,0
5717,1764,2011,0
5718,66,1456,0
5719,782,1610,0
5720,1275,1521,0
5721,0,406,0
5722,1240,1925,0
5723,1764,2014,0
5724,41,1465,0
5725,1465,1719,0
5726,1240,2015,0
5727,1757,1853,0
5728,867,1902,0
5729,1875,1944,0
5730,1875,2016,0
5731,1240,1764,0
5732,1500,2016,0
5733,1644,2017,0
5734,1832,2017,0
5735,26,2018,0
5736,1764,2018,0
5737,1981,2019,0
5738,1981,2012,0
5739,1240,1757,0
5740,30,500,0
5741,1629,2010,0
5742,594,2020,0
5743,1500,1853,0
5744,1500,1850,0
5745,1902,2021,0
5746,406,1624,0
5747,1580,1698,0
5748,1522,2007,0
5749,1522,1981,0
5750,1276,1644,0
5751,1275,1444,0
5752,406,1764,0
5753,0,864,0
5754,1644,2022,0
5755,1830,1987,0
5756,26,2023,0
5757,355,1240,0
5758,1240,2024,0
5759,1290,2025,0
5760,1764,1893,0
5761,2006,2026,0
5762,26,2027,0
5763,1764,2015,0
5764,1850,1945,0
5765,1240,2018,0
5766,1655,1685,0
5767,27,1996,0
5768,782,2030,0
5769,10,2024,0
5770,1725,2005,0
5771,1585,2024,0
5772,551,1850,0
5773,1640,1810,0
5774,1725,2031,0
5775,1003,1725,0
5776,1725,1921,0
5777,782,1888,0
5778,30,163,0
5779,153,1999,0
5780,1764,2029,0
5781,1486,1794,0
5782,1240,1486,0
5783,1541,1969,0
5784,896,1935,0
5785,1276,1920,0
5786,163,1644,0
5787,1708,2016,0
5788,1571,2032,0
5789,1764,2033,0
5790,1869,2016,0
5791,2016,2033,0
5792,406,2033,0
5793,1764,1869,0
5794,163,1981,0
5795,1465,1981,0
5796,6,1981,0
5797,1850,1981,0
5798,2023,2032,0
5799,2032,2034,0
5800,18,2032,0
5801,18,1571,0
5802,41,1981,0
5803,425,2036,0
5804,1580,2021,0
5805,1149,1981,0
5806,1624,1921,0
5807,111,406,0
5808,41,1344,0
5809,269,385,0
5810,1344,1981,0
5811,3,1324,0
5812,1902,1925,0
5813,1357,2037,0
5814,2037,2038,0
5815,1240,2032,0
5816,1594,1814,0
5817,1814,2004,0
5818,505,1798,0
5819,26,2039,0
5820,199,310,0
5821,2037,2040,0
5822,1764,1874,0
5823,1921,2042,0
5824,163,2043,0
5825,163,1260,0
5826,1643,2041,0
5827,26,2041,0
5828,1324,1571,0
5829,1275,1571,0
5830,6,1571,0
5831,153,1571,0
5832,3,1571,0
5833,1354,1571,0
5834,497,1571,0
5835,1444,1571,0
5836,385,1571,0
5837,269,1571,0
5838,385,497,0
5839,323,1668,0
5840,1944,2020,0
5841,163,2044,0
5842,269,1024,0
5843,1669,2045,0
5844,1541,2045,0
5845,2040,2045,0
5846,264,2037,0
5847,264,425,0
5848,2037,2045,0
5849,1181,2045,0
5850,1240,2046,0
5851,1541,2047,0
5852,2039,2048,0
5853,1276,2049,0
5854,1543,1685,0
5855,506,2051,0
5856,1981,2052,0
5857,2032,2042,0
5858,385,1341,0
5859,1160,1341,0
5860,1341,1344,0
5861,0,1341,0
5862,1275,1341,0
5863,6,1341,0
5864,1276,1341,0
5865,1341,1800,0
5866,1341,1644,0
5867,1341,1541,0
5868,1341,1354,0
5869,1341,1521,0
5870,1293,1341,0
5871,1341,1442,0
5872,864,1341,0
5873,10,864,0
5874,505,1540,0
5875,1240,2053,0
5876,1344,1435,0
5877,1435,1800,0
5878,1685,2054,0
5879,1160,1435,0
5880,1435,1522,0
5881,199,1896,0
5882,1814,2055,0
5883,1850,2055,0
5884,1850,1959,0
5885,1668,1853,0
5886,1685,2056,0
5887,1541,2051,0
5888,269,1725,0
5889,1344,1725,0
5890,2037,2056,0
5891,1981,2045,0
5892,1981,2057,0
5893,1204,2058,0
5894,1204,2059,0
5895,1541,1997,0
5896,1430,1853,0
5897,1430,1814,0
5898,1668,1769,0
5899,1276,1800,0
5900,500,2060,0
5901,1983,2041,0
5902,1764,1983,0
5903,2047,2048,0
5904,10,2060,0
5905,2028,2042,0
5906,1809,1975,0
5907,1975,2047,0
5908,26,2061,0
5909,497,1764,0
5910,855,1764,0
5911,2054,2063,0
5912,1354,1668,0
5913,1981,2064,0
5914,1981,2048,0
5915,269,1981,0
5916,1981,2055,0
5917,1357,2055,0
5918,1983,2054,0
5919,1668,2042,0
5920,1668,1965,0
5921,323,2042,0
5922,290,2007,0
5923,2020,2055,0
5924,1981,2047,0
5925,1430,1981,0
5926,1276,1430,0
5927,1430,2007,0
5928,2017,2065,0
5929,1983,2020,0
5930,782,864,0
5931,1668,1983,0
5932,1361,1981,0
5933,1668,2066,0
5934,1668,2067,0
5935,2066,2067,0
5936,1647,1668,0
5937,1875,2052,0
5938,1830,1875,0
5939,1435,1540,0
5940,1818,2017,0
5941,2020,2068,0
5942,26,2005,0
5943,1540,2065,0
5944,41,1983,0
5945,864,2069,0
5946,2043,2055,0
5947,1668,1907,0
5948,1611,1764,0
5949,1875,1951,0
5950,1847,2070,0
5951,1012,1875,0
5952,1685,2067,0
5953,1354,2048,0
5954,2041,2071,0
5955,1981,2062,0
5956,2007,2072,0
5957,864,2072,0
5958,1003,2020,0
5959,1430,1734,0
5960,1430,2016,0
5961,2016,2072,0
5962,1769,1921,0
5963,1012,2055,0
5964,1003,1875,0
5965,1875,1997,0
5966,2020,2037,0
5967,1685,2049,0
5968,50,1571,0
5969,575,2073,0
5970,10,575,0
5971,1571,2074,0
5972,10,1369,0
5973,10,2075,0
5974,1357,2076,0
5975,10,1352,0
5976,1344,1357,0
5977,1012,1344,0
5978,1276,2076,0
5979,1144,2078,0
5980,1144,2079,0
5981,10,1549,0
5982,2070,2074,0
5983,1850,2039,0
5984,1512,1959,0
5985,26,2081,0
5986,1647,1685,0
5987,1624,2077,0
5988,551,2077,0
5989,2037,2041,0
5990,1012,1352,0
5991,1627,1797,0
5992,19,2082,0
5993,1276,2041,0
5994,1970,2084,0
5995,1969,1983,0
5996,0,2075,0
5997,6,1276,0
5998,1946,2085,0
5999,505,2086,0
6000,864,2087,0
6001,2070,2086,0
6002,0,2076,0
6003,1163,1276,0
6004,1204,2088,0
6005,453,2087,0
6006,2042,2089,0
6007,1204,2090,0
6008,1204,2091,0
6009,896,1204,0
6010,1797,2074,0
6011,1240,1797,0
6012,1689,2032,0
6013,83,2090,0
6014,1240,1927,0
6015,1549,1866,0
6016,176,1981,0
6017,1354,1718,0
6018,26,2069,0
6019,864,2092,0
6020,1240,2076,0
6021,30,2041,0
6022,1354,2094,0
6023,1921,2094,0
6024,1469,1764,0
6025,230,2095,0
6026,2007,2020,0
6027,1144,2096,0
6028,1685,2037,0
6029,1981,2037,0
6030,1163,2037,0
6031,1163,1685,0
6032,19,2080,0
6033,1240,2093,0
6034,1866,2080,0
6035,691,1685,0
6036,1951,2020,0
6037,1469,1758,0
6038,1293,1500,0
6039,2097,2098,0
6040,3,2097,0
6041,163,1163,0
6042,1757,1981,0
6043,864,2099,0
6044,2072,2100,0
6045,594,782,0
6046,1163,2083,0
6047,1981,2101,0
6048,1144,2102,0
6049,163,1129,0
6050,163,2103,0
6051,1757,1983,0
6052,1571,2104,0
6053,1597,2104,0
6054,1500,2092,0
6055,26,1786,0
6056,1853,2039,0
6057,226,1987,0
6058,41,2076,0
6059,2101,2105,0
6060,3,13,0
6061,1354,2062,0
6062,3,1946,0
6063,2095,2107,0
6064,2100,2108,0
6065,2100,2109,0
6066,1706,2106,0
6067,1718,1844,0
6068,264,1647,0
6069,1718,1786,0
6070,2094,2098,0
6071,1293,2110,0
6072,10,2110,0
6073,1853,2107,0
6074,506,1725,0
6075,10,506,0
6076,1815,2087,0
6077,2087,2111,0
6078,864,2111,0
6079,1144,2112,0
6080,1875,2113,0
6081,2020,2114,0
6082,1163,1981,0
6083,1669,1987,0
6084,10,1541,0
6085,1430,2077,0
6086,1293,2107,0
6087,234,1655,0
6088,234,1993,0
6089,132,2094,0
6090,132,2110,0
6091,1719,1764,0
6092,176,234,0
6093,176,2007,0
6094,163,2007,0
6095,1764,2067,0
6096,321,1276,0
6097,1204,2115,0
6098,1718,2077,0
6099,43,1921,0
6100,1324,2076,0
6101,1503,1764,0
6102,1144,2116,0
6103,211,506,0
6104,211,2020,0
6105,1669,2118,0
6106,2020,2118,0
6107,1160,2119,0
6108,1644,1853,0
6109,1798,2086,0
6110,1500,2107,0
6111,2020,2120,0
6112,1354,1902,0
6113,1797,2121,0
6114,1204,1973,0
6115,1902,2065,0
6116,1541,1902,0
6117,1204,1948,0
6118,1204,1903,0
6119,199,2049,0
6120,26,2122,0
6121,453,1853,0
6122,1875,2093,0
6123,864,1003,0
6124,1902,2006,0
6125,26,2073,0
6126,864,2048,0
6127,1685,2048,0
6128,715,1888,0
6129,75,876,0
6130,1797,1847,0
6131,111,1321,0
6132,864,1321,0
6133,1344,1647,0
6134,26,1003,0
6135,1293,1444,0
6136,2100,2118,0
6137,1764,1769,0
6138,10,1969,0
6139,2087,2093,0
6140,1981,2087,0
6141,1512,2093,0
6142,2032,2093,0
6143,1571,2093,0
6144,2100,2123,0
6145,2109,2123,0
6146,302,2073,0
6147,302,2077,0
6148,505,2093,0
6149,26,2124,0
6150,1679,2125,0
6151,2020,2077,0
6152,323,1293,0
6153,2077,2117,0
6154,1981,2126,0
6155,2047,2125,0
6156,1144,1921,0
6157,2070,2091,0
6158,1875,2091,0
6159,26,2093,0
6160,11,2093,0
6161,864,2127,0
6162,864,2077,0
6163,1853,2043,0
6164,26,2129,0
6165,18,1921,0
6166,2127,2130,0
6167,1571,2131,0
6168,1802,2067,0
6169,1160,2132,0
6170,1764,1771,0
6171,1293,1324,0
6172,864,2093,0
6173,1998,2133,0
6174,2037,2134,0
6175,1859,2037,0
6176,2076,2128,0
6177,1981,1987,0
6178,1500,2093,0
6179,1293,2077,0
6180,163,2136,0
6181,132,1998,0
6182,1293,2126,0
6183,2110,2137,0
6184,1998,2138,0
6185,0,2094,0
6186,550,2094,0
6187,321,1792,0
6188,132,2125,0
6189,176,2077,0
6190,2020,2094,0
6191,1541,2077,0
6192,1830,2110,0
6193,1981,1986,0
6194,864,2119,0
6195,1275,1293,0
6196,234,2139,0
6197,95,234,0
6198,215,2020,0
6199,1012,1981,0
6200,1800,2140,0
6201,1800,2132,0
6202,1800,2096,0
6203,1800,1867,0
6204,1799,1800,0
6205,1344,1800,0
6206,1522,1800,0
6207,1800,1902,0
6208,176,1800,0
6209,1629,2141,0
6210,10,1163,0
6211,688,1486,0
6212,26,2142,0
6213,26,2143,0
6214,1998,2110,0
6215,10,1708,0
6216,163,1985,0
6217,1310,2006,0
6218,505,2006,0
6219,1012,1275,0
6220,6,1742,0
6221,2042,2126,0
6222,1911,2144,0
6223,1303,2093,0
6224,505,2079,0
6225,1902,2146,0
6226,2139,2146,0
6227,1293,1893,0
6228,1756,2147,0
6229,2070,2080,0
6230,26,2144,0
6231,688,2117,0
6232,1204,1718,0
6233,1921,2139,0
6234,1853,2139,0
6235,506,2107,0
6236,1276,2126,0
6237,1276,2148,0
6238,1756,1901,0
6239,264,2077,0
6240,1276,1334,0
6241,1721,2077,0
6242,1541,2128,0
6243,163,2149,0
6244,1163,2128,0
6245,1911,2093,0
6246,2093,2151,0
6247,896,2152,0
6248,495,1269,0
6249,1500,2077,0
6250,688,2094,0
6251,481,2094,0
6252,1624,2153,0
6253,1704,2153,0
6254,2087,2094,0
6255,1756,2154,0
6256,184,1486,0
6257,2077,2155,0
6258,1981,2156,0
6259,1853,1921,0
6260,264,2130,0
6261,506,2157,0
6262,2126,2158,0
6263,1863,1938,0
6264,10,2159,0
6265,10,1003,0
6266,2128,2160,0
6267,1746,1998,0
6268,1321,1746,0
6269,2020,2076,0
6270,1571,1746,0
6271,1293,1746,0
6272,1203,1746,0
6273,864,2125,0
6274,1333,2077,0
6275,2157,2161,0
6276,1756,2096,0
6277,1176,2162,0
6278,2160,2163,0
6279,18,1594,0
6280,1853,1907,0
6281,864,2164,0
6282,1521,2126,0
6283,1698,2165,0
6284,1293,1571,0
6285,264,1354,0
6286,1981,2166,0
6287,10,1875,0
6288,26,2167,0
6289,1875,2168,0
6290,1293,1921,0
